Dataset,Classification Type,Metric,Kernel Type,SVM Time,PCA + SVM Results Accuracy,PCA + SVM Kappa,KPCA-Time,Sigma,Gamma,Total PCA Components
PTSD,Binary,wasserstein,Gaussian,0.0,0.7204481792717087,0.16623233701757198,0.0,1,8,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.7163585434173669,0.14767901956106552,0.07,2,8,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.818375350140056,0.5498574647530887,0.0,4,8,15
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7915966386554624,0.4732940666962585,0.01,8,8,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.7491316526610644,0.3569260967934231,0.02,10,8,15
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7648179271708684,0.3650835797517086,0.0,0.005,8,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.7203361344537814,0.1837438953248429,0.01,0.5,8,20
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7242577030812323,0.15505813823540812,0.02,1,8,20
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7165826330532213,0.14770417467654717,0.01,2,8,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.9006162464985995,0.759579584485932,0.01,4,8,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.8159663865546222,0.5343005543826715,0.01,8,8,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.7684593837535015,0.3913616141067516,0.01,10,8,20
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.746778711484594,0.3066387861987329,0.0,0.005,8,25
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.7318767507002801,0.20756231488540852,0.03,0.5,8,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.7201120448179271,0.16772001058737337,0.04,1,8,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.736078431372549,0.22678107304225956,0.0,2,8,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.9141176470588236,0.7922208660215655,0.0,4,8,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.9059383753501401,0.7706025469056837,0.05,8,8,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.869747899159664,0.6671718890418972,0.02,10,8,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.6993837535014005,0.14541924644864634,0.0,0.005,8,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.7549579831932774,0.29917502199652307,0.0,0.5,8,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.7437535014005602,0.27756852690522327,0.01,1,8,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.7280672268907563,0.21048921326376616,0.0,2,8,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.9119327731092438,0.787816800938104,0.01,4,8,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.8680112044817928,0.6755306052762502,0.0,8,8,30
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8543417366946781,0.6224944611907723,0.01,10,8,30
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7180952380952382,0.23320174222754997,0.0,0.005,8,35
PTSD,Binary,wasserstein,Gaussian,0.002,0.7468907563025212,0.2759350577342821,0.01,0.5,8,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.7546778711484594,0.28959965371781676,0.04,1,8,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.7702521008403362,0.33300061770611833,0.01,2,8,35
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.915574229691877,0.7905030931231459,0.02,4,8,35
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.896918767507003,0.7466572297366334,0.04,8,8,35
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.877198879551821,0.6938430888605225,0.0,10,8,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.7376470588235293,0.32660021219529567,0.0,0.005,8,40
PTSD,Binary,wasserstein,Gaussian,0.0,0.7854901960784314,0.41207616020067955,0.02,0.5,8,40
PTSD,Binary,wasserstein,Gaussian,0.0,0.7777030812324931,0.3747585122500396,0.01,1,8,40
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7812885154061624,0.3804185439593955,0.02,2,8,40
PTSD,Binary,wasserstein,Gaussian,0.0,0.9271148459383753,0.8278998544267913,0.01,4,8,40
PTSD,Binary,wasserstein,Gaussian,0.002,0.9406162464985995,0.8626465686566652,0.04,8,8,40
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.9100280112044818,0.7784614985615833,0.01,10,8,40
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.6840896358543418,0.08456645983697521,0.0,0.005,8,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.8082352941176472,0.47721924194285664,0.02,0.5,8,45
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7929411764705883,0.4268269154027439,0.02,1,8,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.793389355742297,0.4295131841344452,0.01,2,8,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.9136134453781514,0.79398119462628,0.01,4,8,45
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9329411764705883,0.8403403605006207,0.01,8,8,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.9179271708683474,0.8024140709351499,0.01,10,8,45
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.6955742296918767,0.0779098787833095,0.01,0.005,8,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.8240896358543419,0.5235049432960612,0.01,0.5,8,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.8179831932773111,0.5065587235824563,0.01,1,8,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.8387675070028012,0.5706587381182746,0.03,2,8,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.9081792717086835,0.7644134720523054,0.01,4,8,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.9198319327731094,0.7997488961540059,0.01,8,8,50
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9250980392156863,0.8151596814361889,0.02,10,8,50
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.6950700280112044,0.07849693655896416,0.01,0.005,8,55
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8544537815126051,0.6324329548766802,0.06,0.5,8,55
PTSD,Binary,wasserstein,Gaussian,0.0,0.8351820728291316,0.5753830934098528,0.05,1,8,55
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8389915966386554,0.5813018724095327,0.02,2,8,55
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9234173669467789,0.819861686774984,0.02,4,8,55
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.9291876750700282,0.827966928721345,0.05,8,8,55
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9406162464985995,0.8534323147120191,0.01,10,8,55
PTSD,Binary,wasserstein,Gaussian,0.0,0.6916526610644257,0.09673757303516875,0.03,0.005,8,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.835294117647059,0.5568360764466346,0.01,0.5,8,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.858543417366947,0.619358408584095,0.01,1,8,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.8314285714285715,0.5534915128919747,0.01,2,8,60
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9387675070028012,0.8503117968029898,0.01,4,8,60
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9233613445378153,0.8064366972217061,0.01,8,8,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.9195518207282913,0.7999420566016295,0.01,10,8,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.7184873949579832,0.16976208102043222,0.01,0.005,8,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8888515406162466,0.7206550858314462,0.02,0.5,8,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8869467787114848,0.7219605636765005,0.01,1,8,65
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8965826330532214,0.7377460979437563,0.01,2,8,65
PTSD,Binary,wasserstein,Gaussian,0.0,0.9541736694677871,0.893749169572774,0.03,4,8,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9427450980392158,0.86762495494912,0.01,8,8,65
PTSD,Binary,wasserstein,Gaussian,0.0,0.9370868347338936,0.8567793274739933,0.01,10,8,65
PTSD,Binary,wasserstein,Gaussian,0.0,0.6744537815126052,-0.0020042679731181678,0.02,0.005,8,70
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8892436974789918,0.7259696405877197,0.02,0.5,8,70
PTSD,Binary,wasserstein,Gaussian,0.0,0.8657703081232494,0.6482900811299867,0.02,1,8,70
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8698599439775911,0.6605434185211263,0.02,2,8,70
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9538935574229692,0.8853566748748662,0.03,4,8,70
PTSD,Binary,wasserstein,Gaussian,0.0,0.9425210084033614,0.8564521872447037,0.02,8,8,70
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9308683473389355,0.8361238470616252,0.02,10,8,70
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.6783193277310925,0.0,0.0,0.005,8,75
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9045378151260505,0.758471932230416,0.01,0.5,8,75
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9156862745098041,0.7835741735742997,0.01,1,8,75
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9039215686274512,0.7512062478322385,0.03,2,8,75
PTSD,Binary,wasserstein,Gaussian,0.0,0.9080672268907564,0.7758907019695919,0.06,4,8,75
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9233613445378153,0.8164810015582005,0.12,8,8,75
PTSD,Binary,wasserstein,Gaussian,0.0,0.9270588235294119,0.8210451904470304,0.02,10,8,75
PTSD,Binary,wasserstein,Gaussian,0.0033333333333333335,0.6780392156862746,0.0,0.05,0.005,8,80
PTSD,Binary,wasserstein,Gaussian,0.004,0.8969747899159665,0.7517903843495144,0.02,0.5,8,80
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.9023529411764707,0.7694350072895652,0.41,1,8,80
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8887955182072831,0.7362558365210957,0.13,2,8,80
PTSD,Binary,wasserstein,Gaussian,0.002,0.9194397759103643,0.8081725408922473,0.08,4,8,80
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9388795518207284,0.8510853976679562,0.03,8,8,80
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9230252100840338,0.8095369493340671,0.02,10,8,80
PTSD,Binary,wasserstein,Gaussian,0.002,0.6780392156862743,0.0,0.0,0.005,8,85
PTSD,Binary,wasserstein,Gaussian,0.0,0.9003921568627452,0.7503360399871467,0.02,0.5,8,85
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9250980392156865,0.8164597609302178,0.01,1,8,85
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.925266106442577,0.8152805245605155,0.01,2,8,85
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9427450980392158,0.8626096581929862,0.01,4,8,85
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.950140056022409,0.880945128018888,0.04,8,8,85
PTSD,Binary,wasserstein,Gaussian,0.0,0.9119327731092439,0.789955869758424,0.02,10,8,85
PTSD,Binary,wasserstein,Gaussian,0.002,0.6781512605042017,0.0,0.02,0.005,8,90
PTSD,Binary,wasserstein,Gaussian,0.0,0.8928851540616248,0.7137961475846748,0.01,0.5,8,90
PTSD,Binary,wasserstein,Gaussian,0.002,0.9387114845938377,0.8530698250866998,0.02,1,8,90
PTSD,Binary,wasserstein,Gaussian,0.0,0.9349579831932774,0.8391949949113869,0.01,2,8,90
PTSD,Binary,wasserstein,Gaussian,0.0,0.9080672268907565,0.7736759898744701,0.01,4,8,90
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9231932773109245,0.8173095249022008,0.04,8,8,90
PTSD,Binary,wasserstein,Gaussian,0.002,0.9156862745098041,0.7845672104507568,0.04,10,8,90
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.6781512605042015,0.0,0.0,0.005,8,95
PTSD,Binary,wasserstein,Gaussian,0.002,0.892717086834734,0.7340657943912979,0.01,0.5,8,95
PTSD,Binary,wasserstein,Gaussian,0.0,0.9043137254901962,0.7579471121157508,0.01,1,8,95
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8810644257703082,0.6899747639826538,0.01,2,8,95
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9080112044817928,0.7657419103681206,0.01,4,8,95
PTSD,Binary,wasserstein,Gaussian,0.002,0.9077871148459384,0.764914484117648,0.01,8,8,95
PTSD,Binary,wasserstein,Gaussian,0.0,0.9080112044817928,0.7687943032899712,0.02,10,8,95
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.6782633053221286,0.0,0.01,0.005,8,100
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8811764705882354,0.6968709802442987,0.01,0.5,8,100
PTSD,Binary,wasserstein,Gaussian,0.0,0.8731652661064426,0.6730865697714024,0.02,1,8,100
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.888795518207283,0.7125449221366951,0.03,2,8,100
PTSD,Binary,wasserstein,Gaussian,0.002,0.8752941176470589,0.7089123661019132,0.12,4,8,100
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9192156862745099,0.8054239272658636,0.02,8,8,100
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9082352941176471,0.7701040564555707,0.01,10,8,100
PTSD,Binary,wasserstein,Gaussian,0.0,0.6783753501400561,0.0,0.0,0.005,8,105
PTSD,Binary,wasserstein,Gaussian,0.0,0.8696918767507004,0.6664493998657051,0.01,0.5,8,105
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8964705882352942,0.743077522591519,0.01,1,8,105
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8850420168067228,0.6867795045555529,0.01,2,8,105
PTSD,Binary,wasserstein,Gaussian,0.002,0.8547899159663866,0.6228670705785725,0.02,4,8,105
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8813445378151262,0.6960194179292223,0.01,8,8,105
PTSD,Binary,wasserstein,Gaussian,0.002,0.8909803921568629,0.7228157408944298,0.02,10,8,105
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.6782633053221289,0.0,0.01,0.005,8,110
PTSD,Binary,wasserstein,Gaussian,0.002,0.8586554621848741,0.6281687887150115,0.01,0.5,8,110
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8735014005602243,0.6756992143271137,0.02,1,8,110
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8811204481792719,0.6884896239076284,0.01,2,8,110
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8506442577030813,0.6104792571492721,0.01,4,8,110
PTSD,Binary,wasserstein,Gaussian,0.002,0.8580952380952382,0.6184857388661259,0.01,8,8,110
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8793837535014007,0.69398112344236,0.03,10,8,110
PTSD,Binary,wasserstein,Gaussian,0.0033333333333333335,0.6780392156862745,0.0,0.0,0.005,8,115
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8616806722689074,0.6532699562414428,0.04,0.5,8,115
PTSD,Binary,wasserstein,Gaussian,0.0033333333333333335,0.8698039215686275,0.6467428738607237,0.18,1,8,115
PTSD,Binary,wasserstein,Gaussian,0.002,0.8732212885154064,0.6743051796692494,0.14,2,8,115
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8563025210084035,0.6228453021173946,0.02,4,8,115
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.850140056022409,0.6116341147802856,0.03,8,8,115
PTSD,Binary,wasserstein,Gaussian,0.002,0.881232492997199,0.6973932508503258,0.04,10,8,115
PTSD,Binary,wasserstein,Gaussian,0.0,0.7148459383753502,0.16065827496827847,0.0,0.005,10,15
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7165266106442576,0.15379455050471344,0.02,0.5,10,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.7202240896358544,0.16801789924275118,0.01,1,10,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.7128291316526609,0.14570658872913492,0.01,2,10,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.8736134453781514,0.68559978131364,0.01,4,10,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.8219047619047619,0.5614316242844498,0.0,8,10,15
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7781512605042019,0.4614827142734785,0.01,10,10,15
PTSD,Binary,wasserstein,Gaussian,0.0,0.7599999999999999,0.37079390861117634,0.01,0.005,10,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.7166386554621847,0.15606113294272836,0.01,0.5,10,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.7122128851540616,0.14053043625613218,0.0,1,10,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.7200560224089635,0.1644591621158126,0.0,2,10,20
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9233613445378153,0.8168675449075913,0.01,4,10,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.8655462184873951,0.6690934782361336,0.01,8,10,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.8100280112044821,0.5133348844925487,0.0,10,10,20
PTSD,Binary,wasserstein,Gaussian,0.0,0.7468347338935574,0.29994719972338657,0.01,0.005,10,25
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7434173669467788,0.24428148488589396,0.0,0.5,10,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.7356302521008404,0.22776119910809764,0.01,1,10,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.7394397759103641,0.21569146778436493,0.01,2,10,25
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8868347338935576,0.71556284139943,0.0,4,10,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.90812324929972,0.7798462789591454,0.04,8,10,25
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8695798319327733,0.6665784317351487,0.0,10,10,25
PTSD,Binary,wasserstein,Gaussian,0.0,0.7091316526610643,0.20691316124658996,0.01,0.005,10,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.747170868347339,0.2741723633013382,0.0,0.5,10,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.751484593837535,0.28754964238938463,0.01,1,10,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.747170868347339,0.2737237320220409,0.0,2,10,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.9250980392156865,0.816167607010915,0.01,4,10,30
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9178711484593839,0.7861045250526246,0.07,8,10,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.8735014005602242,0.6723714187863041,0.02,10,10,30
PTSD,Binary,wasserstein,Gaussian,0.0,0.7321008403361344,0.2894879980471884,0.0,0.005,10,35
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7549579831932774,0.27887736923332784,0.01,0.5,10,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.7701960784313726,0.33701175940072997,0.01,1,10,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.7659943977591036,0.3124609500372466,0.0,2,10,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.919607843137255,0.8055559528840496,0.03,4,10,35
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9006162464985995,0.7566951923934814,0.01,8,10,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.9060504201680674,0.7735763110102631,0.0,10,10,35
PTSD,Binary,wasserstein,Gaussian,0.0,0.7245378151260504,0.28828967339937545,0.01,0.005,10,40
PTSD,Binary,wasserstein,Gaussian,0.0,0.7894677871148461,0.42774641254776047,0.0,0.5,10,40
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.781512605042017,0.3906131947053334,0.01,1,10,40
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.7931652661064427,0.42180163757348704,0.01,2,10,40
PTSD,Binary,wasserstein,Gaussian,0.002,0.896638655462185,0.7505353914077582,0.01,4,10,40
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9270588235294119,0.8157833170107263,0.01,8,10,40
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.9157422969187675,0.8001945184627821,0.02,10,10,40
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.6781512605042015,0.014751046644606084,0.01,0.005,10,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.7852661064425771,0.4146398506959469,0.02,0.5,10,45
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8082913165266109,0.46776642828142717,0.01,1,10,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.8043697478991599,0.46209263004798884,0.01,2,10,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.9140056022408964,0.7944530269897331,0.05,4,10,45
PTSD,Binary,wasserstein,Gaussian,0.0,0.9484593837535015,0.8734105125645287,0.01,8,10,45
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9331652661064427,0.8345920917850962,0.01,10,10,45
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.6858823529411763,0.0337069669047839,0.0,0.005,10,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.8123809523809524,0.48893203643199606,0.01,0.5,10,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.8331092436974791,0.5626973158725871,0.02,1,10,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.8370868347338937,0.5581042350999229,0.01,2,10,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.9042577030812325,0.7655404044762248,0.02,4,10,50
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9348459383753502,0.8480321541546075,0.03,8,10,50
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9275070028011206,0.8121093594271225,0.01,10,10,50
PTSD,Binary,wasserstein,Gaussian,0.0,0.6861624649859943,0.04151136917838419,0.0,0.005,10,55
PTSD,Binary,wasserstein,Gaussian,0.0,0.8467226890756303,0.5866702089651774,0.01,0.5,10,55
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.8391596638655464,0.5680697788809842,0.01,1,10,55
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8354621848739495,0.5603760541763746,0.03,2,10,55
PTSD,Binary,wasserstein,Gaussian,0.0,0.9541176470588236,0.8880399267711855,0.0,4,10,55
PTSD,Binary,wasserstein,Gaussian,0.0,0.9347899159663867,0.8474253548076461,0.01,8,10,55
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9578711484593838,0.8945501541621965,0.0,10,10,55
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.6785434173669466,0.011224344785616092,0.03,0.005,10,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.8658823529411764,0.6691583817597867,0.14,0.5,10,60
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.854509803921569,0.6139719658661044,0.01,1,10,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.8771428571428572,0.6939576411021326,0.01,2,10,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.9232492997198881,0.812546284401392,0.03,4,10,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.9216806722689077,0.8147375463233938,0.01,8,10,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.9041456582633054,0.7706451766083681,0.02,10,10,60
PTSD,Binary,wasserstein,Gaussian,0.0,0.6895238095238094,0.0699951086615514,0.0,0.005,10,65
PTSD,Binary,wasserstein,Gaussian,0.0,0.8619047619047622,0.6399592324095723,0.01,0.5,10,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8811764705882353,0.6953422292464044,0.04,1,10,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9156302521008405,0.7961221811126336,0.03,2,10,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9041456582633054,0.7636490088862686,0.04,4,10,65
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8965826330532215,0.7407340327935931,0.04,8,10,65
PTSD,Binary,wasserstein,Gaussian,0.0,0.9500840336134454,0.8715228128917379,0.01,10,10,65
PTSD,Binary,wasserstein,Gaussian,0.0,0.6781512605042015,0.0,0.02,0.005,10,70
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8965826330532213,0.7430849567126814,0.01,0.5,10,70
PTSD,Binary,wasserstein,Gaussian,0.0,0.8814565826330533,0.70060337681981,0.05,1,10,70
PTSD,Binary,wasserstein,Gaussian,0.0,0.8774229691876752,0.6748758897085312,0.01,2,10,70
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.8945658263305324,0.7353265992976391,0.01,4,10,70
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9462184873949581,0.8703444270020663,0.02,8,10,70
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9347338935574231,0.8398055466050565,0.01,10,10,70
PTSD,Binary,wasserstein,Gaussian,0.002,0.6780952380952381,0.0,0.0,0.005,10,75
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9042577030812325,0.7646668421581303,0.02,0.5,10,75
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9119327731092438,0.7924075728419108,0.01,1,10,75
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9119887955182073,0.770439630961935,0.01,2,10,75
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9155182072829133,0.7918129758592316,0.04,4,10,75
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9423529411764707,0.8642616670491367,0.02,8,10,75
PTSD,Binary,wasserstein,Gaussian,0.0,0.9275070028011206,0.8084067731135789,0.06,10,10,75
PTSD,Binary,wasserstein,Gaussian,0.0,0.6780952380952382,0.0,0.0,0.005,10,80
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9233613445378153,0.807411656946398,0.05,0.5,10,80
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9176470588235295,0.8013998897922036,0.04,1,10,80
PTSD,Binary,wasserstein,Gaussian,0.0,0.8849299719887956,0.7101724809696344,0.01,2,10,80
PTSD,Binary,wasserstein,Gaussian,0.0026666666666666666,0.9216246498599442,0.8096278973889676,0.01,4,10,80
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9520448179271709,0.8821757608792008,0.01,8,10,80
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.938375350140056,0.8526690607824936,0.01,10,10,80
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.6781512605042016,0.0,0.0,0.005,10,85
PTSD,Binary,wasserstein,Gaussian,0.0013333333333333333,0.9041456582633054,0.7570450954145012,0.01,0.5,10,85
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9119887955182074,0.7868617522960173,0.01,1,10,85
PTSD,Binary,wasserstein,Gaussian,0.0033333333333333335,0.9103641456582635,0.785639231794925,0.01,2,10,85
PTSD,Binary,wasserstein,Gaussian,0.0006666666666666666,0.9275070028011206,0.8189488543743381,0.01,4,10,85
